"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Dominica                          ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","RODRIGUEZ",,,"15","29,940","12","23,952","..",".."
"2","MARTINEZ",,,"15","29,940","8","15,968","..",".."
"3","GARCIA",,,"14","27,944","9","17,964","..",".."
"4","CUEVAS",,,"11","21,956","7","13,972","..",".."
"5","REYES",,,"8","15,968","10","19,960","..",".."
"6","MEDINA",,,"8","15,968","..","..","..",".."
"7","PEREZ",,,"7","13,972","15","29,940","..",".."
"8","JIMENEZ",,,"7","13,972","5","9,980","..",".."
"9","DE LEON",,,"7","13,972","..","..","..",".."
"10","DIAZ",,,"6","11,976","6","11,976","..",".."
"11","VARGAS",,,"6","11,976","5","9,980","..",".."
"12","FELIZ",,,"6","11,976","..","..","..",".."
"13","FERNANDEZ",,,"6","11,976","..","..","..",".."
"14","MATOS",,,"6","11,976","..","..","..",".."
"15","SANCHEZ",,,"5","9,980","14","27,944","..",".."
"16","CASTILLO",,,"5","9,980","5","9,980","..",".."
"17","ALCANTARA",,,"5","9,980","..","..","..",".."
"18","FERRERAS",,,"5","9,980","..","..","..",".."
"19","GOMEZ",,,"5","9,980","..","..","..",".."
"20","GUZMAN",,,"5","9,980","..","..","..",".."
"21","HERNANDEZ",,,"5","9,980","..","..","..",".."
"22","MARTE",,,"5","9,980","..","..","..",".."
"23","MEJIA",,,"5","9,980","..","..","..",".."
"24","ROSARIO",,,"5","9,980","..","..","..",".."
"25","SANTANA",,,"..","..","10","19,960","..",".."
"26","NUÑEZ",,,"..","..","8","15,968","..",".."
"27","MONTERO",,,"..","..","7","13,972","..",".."
"28","GONZALEZ",,,"..","..","5","9,980","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

