"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Kazajstán                         ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","KIM",,,"9","4,127","..","..","..",".."
"2","KHAN",,,"8","3,668","..","..","..",".."
"3","KLIMENKO",,,"8","3,668","..","..","..",".."
"4","KRAVCHENKO",,,"7","3,210","..","..","..",".."
"5","FISHBAKH",,,"6","2,751","..","..","..",".."
"6","GOLOVENKO",,,"6","2,751","..","..","..",".."
"7","KIRICHENKO",,,"6","2,751","..","..","..",".."
"8","LI",,,"6","2,751","..","..","..",".."
"9","VILMS",,,"6","2,751","..","..","..",".."
"10","KELLER",,,"5","2,293","..","..","..",".."
"11","MKHITARYAN",,,"5","2,293","..","..","..",".."
"12","PAVLOV",,,"5","2,293","..","..","..",".."
"13","RODIN",,,"5","2,293","..","..","..",".."
"14","SHELKOV",,,"5","2,293","..","..","..",".."
"15","TARJUMANYAN",,,"5","2,293","..","..","..",".."
"16","ZAIKA",,,"5","2,293","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

