"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Australia",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","SMITH",,,"17","7,028","..","..","..",".."
"2","LEE",,,"10","4,134","..","..","..",".."
"3","BROWN",,,"8","3,307","..","..","..",".."
"4","CLARKE",,,"8","3,307","..","..","..",".."
"5","LOVELL",,,"8","3,307","..","..","..",".."
"6","SAUNDERS",,,"8","3,307","..","..","..",".."
"7","WILLIAMS",,,"8","3,307","..","..","..",".."
"8","GIFFORD",,,"7","2,894","..","..","..",".."
"9","GREGORY",,,"7","2,894","..","..","..",".."
"10","KELLY",,,"7","2,894","..","..","..",".."
"11","MILLAR",,,"7","2,894","..","..","..",".."
"12","O'CONNOR",,,"7","2,894","..","..","..",".."
"13","RAWSON",,,"7","2,894","..","..","..",".."
"14","STOTHART",,,"7","2,894","..","..","..",".."
"15","WALSH",,,"7","2,894","..","..","..",".."
"16","WEBB",,,"7","2,894","..","..","..",".."
"17","ATKINSON",,,"6","2,480","..","..","..",".."
"18","BOYLE",,,"6","2,480","..","..","..",".."
"19","CLOHESSY",,,"6","2,480","..","..","..",".."
"20","FERNANDEZ",,,"6","2,480","..","..","..",".."
"21","GARCIA",,,"6","2,480","..","..","..",".."
"22","GREEN",,,"6","2,480","..","..","..",".."
"23","HALL",,,"6","2,480","..","..","..",".."
"24","JONES",,,"6","2,480","..","..","..",".."
"25","LANCASTER",,,"6","2,480","..","..","..",".."
"26","MARSHALL",,,"6","2,480","..","..","..",".."
"27","MARTIN",,,"6","2,480","..","..","..",".."
"28","MULLEN",,,"6","2,480","..","..","..",".."
"29","PARKER",,,"6","2,480","..","..","..",".."
"30","WALKER",,,"6","2,480","..","..","..",".."
"31","WHITE",,,"6","2,480","..","..","..",".."
"32","WILKINSON",,,"6","2,480","..","..","..",".."
"33","ABU AWAD",,,"5","2,067","..","..","..",".."
"34","BATEY",,,"5","2,067","..","..","..",".."
"35","BENNETT",,,"5","2,067","..","..","..",".."
"36","CASTRO",,,"5","2,067","..","..","..",".."
"37","CLARK",,,"5","2,067","..","..","..",".."
"38","COOPER",,,"5","2,067","..","..","..",".."
"39","DAVIS",,,"5","2,067","..","..","..",".."
"40","DWYER",,,"5","2,067","..","..","..",".."
"41","EDWARDS",,,"5","2,067","..","..","..",".."
"42","FERGUSON",,,"5","2,067","..","..","..",".."
"43","GONZALEZ",,,"5","2,067","..","..","..",".."
"44","JEVTIC",,,"5","2,067","..","..","..",".."
"45","MILLER",,,"5","2,067","..","..","..",".."
"46","NEILL",,,"5","2,067","..","..","..",".."
"47","PATERSON",,,"5","2,067","..","..","..",".."
"48","PHILLIPS",,,"5","2,067","..","..","..",".."
"49","SCHULTZ",,,"5","2,067","..","..","..",".."
"50","SPARKS",,,"5","2,067","..","..","..",".."
"51","WALLACE",,,"5","2,067","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

