"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Croacia                           ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","FERATOVIC",,,"36","15,088","..","..","..",".."
"2","MARKOVIC",,,"15","6,287","..","..","..",".."
"3","TOMIC",,,"14","5,868","..","..","..",".."
"4","MARIC",,,"12","5,029","..","..","..",".."
"5","POPOVIC",,,"12","5,029","..","..","..",".."
"6","SALJIHI",,,"11","4,610","..","..","..",".."
"7","SIMIC",,,"11","4,610","..","..","..",".."
"8","HORVAT",,,"10","4,191","..","..","..",".."
"9","LOVRIC",,,"10","4,191","..","..","..",".."
"10","TOMICIC",,,"10","4,191","..","..","..",".."
"11","NOVAK",,,"8","3,353","6","2,515","..",".."
"12","AMETI",,,"8","3,353","..","..","..",".."
"13","BYTYQI",,,"8","3,353","..","..","..",".."
"14","JANKOVIC",,,"8","3,353","..","..","..",".."
"15","KOVACEVIC",,,"8","3,353","..","..","..",".."
"16","MARTINOVIC",,,"8","3,353","..","..","..",".."
"17","SADIKOVIC",,,"8","3,353","..","..","..",".."
"18","BABIC",,,"7","2,934","..","..","..",".."
"19","BERNARDI",,,"7","2,934","..","..","..",".."
"20","BOJIC",,,"7","2,934","..","..","..",".."
"21","JERKOVIC",,,"7","2,934","..","..","..",".."
"22","JOVANOVIC",,,"7","2,934","..","..","..",".."
"23","KOVACIC",,,"7","2,934","..","..","..",".."
"24","MACAN",,,"7","2,934","..","..","..",".."
"25","HALILI",,,"6","2,515","..","..","..",".."
"26","JOVIC",,,"6","2,515","..","..","..",".."
"27","JUZBASA",,,"6","2,515","..","..","..",".."
"28","KNEZ",,,"6","2,515","..","..","..",".."
"29","MATIC",,,"6","2,515","..","..","..",".."
"30","OSMANOVIC",,,"6","2,515","..","..","..",".."
"31","SALLI",,,"6","2,515","..","..","..",".."
"32","SESTAN",,,"6","2,515","..","..","..",".."
"33","TOPALLI",,,"6","2,515","..","..","..",".."
"34","AHMETOVIC",,,"5","2,096","..","..","..",".."
"35","DUKIC",,,"5","2,096","..","..","..",".."
"36","FARAGUNA",,,"5","2,096","..","..","..",".."
"37","HERCEG",,,"5","2,096","..","..","..",".."
"38","LUCIC",,,"5","2,096","..","..","..",".."
"39","MILOS",,,"5","2,096","..","..","..",".."
"40","MIMICA",,,"5","2,096","..","..","..",".."
"41","MORENO",,,"5","2,096","..","..","..",".."
"42","PEJIC",,,"5","2,096","..","..","..",".."
"43","PERIC",,,"5","2,096","..","..","..",".."
"44","PERKOVIC",,,"5","2,096","..","..","..",".."
"45","PEROS",,,"5","2,096","..","..","..",".."
"46","RADIC",,,"5","2,096","..","..","..",".."
"47","SUTALO",,,"5","2,096","..","..","..",".."
"48","VRDOLJAK",,,"5","2,096","..","..","..",".."
"49","ZIVKOVIC",,,"5","2,096","..","..","..",".."
"50","ZRNIC",,,"5","2,096","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

