"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Etiopía                           ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","ABEBE",,,"7","11,570","5","8,264","..",".."
"2","ASEFA",,,"7","11,570","..","..","..",".."
"3","BEKELE",,,"7","11,570","..","..","..",".."
"4","BERHE",,,"6","9,917","..","..","..",".."
"5","MEKONEN",,,"6","9,917","..","..","..",".."
"6","BEYENE",,,"5","8,264","5","8,264","..",".."
"7","GETACHEW",,,"5","8,264","..","..","..",".."
"8","KEBEDE",,,"5","8,264","..","..","..",".."
"9","MULUGETA",,,"5","8,264","..","..","..",".."
"10","TADESSE",,,"..","..","5","8,264","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

