"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Azerbaiyán",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","ALIYEVA",,,"19","26,573","..","..","..",".."
"2","HUSEYNOV",,,"18","25,175","..","..","..",".."
"3","ALIYEV",,,"17","23,776","..","..","..",".."
"4","HUSEYNOVA",,,"14","19,580","..","..","..",".."
"5","MAMMADOV",,,"13","18,182","..","..","..",".."
"6","GULIYEVA",,,"11","15,385","..","..","..",".."
"7","HASANZADE",,,"10","13,986","..","..","..",".."
"8","MAMMADOVA",,,"10","13,986","..","..","..",".."
"9","HAJIYEV",,,"8","11,189","..","..","..",".."
"10","HASANOV",,,"7","9,790","..","..","..",".."
"11","ABBASOV",,,"6","8,392","..","..","..",".."
"12","ABDULLAYEV",,,"6","8,392","..","..","..",".."
"13","GULIYEV",,,"6","8,392","..","..","..",".."
"14","HAJIYEVA",,,"6","8,392","..","..","..",".."
"15","HASANOVA",,,"6","8,392","..","..","..",".."
"16","HUSEYNLI",,,"6","8,392","..","..","..",".."
"17","KARIMOV",,,"6","8,392","..","..","..",".."
"18","MEHDIYEVA",,,"6","8,392","..","..","..",".."
"19","MUSTAFAYEVA",,,"6","8,392","..","..","..",".."
"20","KHALILOVA",,,"5","6,993","..","..","..",".."
"21","MUSAYEVA",,,"5","6,993","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

