"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Iraq                              ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","MOHAMMED",,,"32","21,277","9","5,984","..",".."
"2","ALI",,,"18","11,968","9","5,984","..",".."
"3","AHMED",,,"18","11,968","5","3,324","..",".."
"4","HUSSEIN",,,"11","7,314","10","6,649","..",".."
"5","ABDULLAH",,,"11","7,314","..","..","..",".."
"6","ABBAS",,,"10","6,649","..","..","..",".."
"7","AL JUBOORI",,,"10","6,649","..","..","..",".."
"8","AL KHALIDI",,,"10","6,649","..","..","..",".."
"9","JABBAR",,,"10","6,649","..","..","..",".."
"10","AL MAFRACHI",,,"9","5,984","..","..","..",".."
"11","AL RUBAYE",,,"9","5,984","..","..","..",".."
"12","HASAN",,,"9","5,984","..","..","..",".."
"13","ABDULRAHMAN",,,"8","5,319","..","..","..",".."
"14","AL SHAMMARI",,,"8","5,319","..","..","..",".."
"15","AL TAMEEMI",,,"7","4,654","..","..","..",".."
"16","AZIZ",,,"7","4,654","..","..","..",".."
"17","JASEM",,,"7","4,654","..","..","..",".."
"18","MAJEED",,,"7","4,654","..","..","..",".."
"19","SALEH",,,"7","4,654","..","..","..",".."
"20","MUSTAFA",,,"6","3,989","5","3,324","..",".."
"21","ABDULHUSSEIN",,,"6","3,989","..","..","..",".."
"22","AL BAYATI",,,"6","3,989","..","..","..",".."
"23","AL GHRAIRI",,,"6","3,989","..","..","..",".."
"24","AL JUMAILI",,,"6","3,989","..","..","..",".."
"25","AMER BAKER",,,"6","3,989","..","..","..",".."
"26","HAMID",,,"6","3,989","..","..","..",".."
"27","MAHMOOD",,,"5","3,324","7","4,654","..",".."
"28","ABDULKAREEM",,,"5","3,324","..","..","..",".."
"29","AHMAD",,,"5","3,324","..","..","..",".."
"30","AL MANDAUI",,,"5","3,324","..","..","..",".."
"31","AL SAADI",,,"5","3,324","..","..","..",".."
"32","AZEEZ",,,"5","3,324","..","..","..",".."
"33","HASSAN",,,"5","3,324","..","..","..",".."
"34","HENDI",,,"5","3,324","..","..","..",".."
"35","IBRAHIM",,,"5","3,324","..","..","..",".."
"36","OMAR",,,"5","3,324","..","..","..",".."
"37","RASHEED",,,"5","3,324","..","..","..",".."
"38","SALMAN",,,"5","3,324","..","..","..",".."
"39","SHAKIR",,,"5","3,324","..","..","..",".."
"40","YOUSIF",,,"5","3,324","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

