"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Grecia",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","PAPADOPOULOS",,,"17","3,905","..","..","..",".."
"2","PAPADOPOULOU",,,"13","2,986","..","..","..",".."
"3","LAMPROU",,,"10","2,297","..","..","..",".."
"4","NIKOLAOU",,,"10","2,297","..","..","..",".."
"5","MAVRIDIS",,,"9","2,068","..","..","..",".."
"6","CHRISTODOULOU",,,"8","1,838","..","..","..",".."
"7","LAZARIDIS",,,"8","1,838","..","..","..",".."
"8","ANGELOPOULOU",,,"7","1,608","..","..","..",".."
"9","ANTONIADIS",,,"7","1,608","..","..","..",".."
"10","ATHANASIOU",,,"7","1,608","..","..","..",".."
"11","DIMOPOULOS",,,"7","1,608","..","..","..",".."
"12","GEORGIADIS",,,"7","1,608","..","..","..",".."
"13","PAPADIMITRIOU",,,"7","1,608","..","..","..",".."
"14","ANTONOPOULOS",,,"6","1,378","..","..","..",".."
"15","DIMOPOULOU",,,"6","1,378","..","..","..",".."
"16","HAROS",,,"6","1,378","..","..","..",".."
"17","MARINAKIS",,,"6","1,378","..","..","..",".."
"18","PAPADAKIS",,,"6","1,378","..","..","..",".."
"19","PAPPA",,,"6","1,378","..","..","..",".."
"20","PAPPAS",,,"6","1,378","..","..","..",".."
"21","SARAKINIS",,,"6","1,378","..","..","..",".."
"22","DELENIKAS",,,"5","1,149","..","..","..",".."
"23","KONSTANTINIDIS",,,"5","1,149","..","..","..",".."
"24","PAPAGEORGIOU",,,"5","1,149","..","..","..",".."
"25","PAPAIOANNOU",,,"5","1,149","..","..","..",".."
"26","THEODOROU",,,"5","1,149","..","..","..",".."
"27","ZERVAS",,,"5","1,149","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

