"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Líbano                            ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","ABOU",,,"17","8,651","..","..","..",".."
"2","HAIDAR",,,"14","7,125","..","..","..",".."
"3","KHALIL",,,"14","7,125","..","..","..",".."
"4","SAAD",,,"12","6,107","..","..","..",".."
"5","ABDALLAH",,,"11","5,598","..","..","..",".."
"6","HASSOUN",,,"10","5,089","..","..","..",".."
"7","MOHAMAD",,,"10","5,089","..","..","..",".."
"8","FAKIH",,,"9","4,580","..","..","..",".."
"9","KHOURY",,,"9","4,580","..","..","..",".."
"10","MERHI",,,"9","4,580","..","..","..",".."
"11","MOUSSA",,,"9","4,580","..","..","..",".."
"12","AHMAD",,,"8","4,071","..","..","..",".."
"13","AOUN",,,"8","4,071","..","..","..",".."
"14","FAWAZ",,,"8","4,071","..","..","..",".."
"15","HACHEM",,,"8","4,071","..","..","..",".."
"16","IBRAHIM",,,"8","4,071","..","..","..",".."
"17","KHALED",,,"8","4,071","..","..","..",".."
"18","BOU",,,"7","3,562","..","..","..",".."
"19","CHEIKH MOUSSA",,,"7","3,562","..","..","..",".."
"20","EL MASRI",,,"7","3,562","..","..","..",".."
"21","EZZEDDINE",,,"7","3,562","..","..","..",".."
"22","HADDAD",,,"7","3,562","..","..","..",".."
"23","SFEIR",,,"7","3,562","..","..","..",".."
"24","TABIKH",,,"7","3,562","..","..","..",".."
"25","YASSINE",,,"7","3,562","..","..","..",".."
"26","ABBAS",,,"6","3,053","..","..","..",".."
"27","CHATILA",,,"6","3,053","..","..","..",".."
"28","DBOUK",,,"6","3,053","..","..","..",".."
"29","DIAB",,,"6","3,053","..","..","..",".."
"30","EL ACHKAR",,,"6","3,053","..","..","..",".."
"31","EL HAJJ",,,"6","3,053","..","..","..",".."
"32","HALABI",,,"6","3,053","..","..","..",".."
"33","HANNA",,,"6","3,053","..","..","..",".."
"34","HARB",,,"6","3,053","..","..","..",".."
"35","KASSEM",,,"6","3,053","..","..","..",".."
"36","MALLAH",,,"6","3,053","..","..","..",".."
"37","MAZRAANI",,,"6","3,053","..","..","..",".."
"38","NASSER",,,"6","3,053","..","..","..",".."
"39","NASSEREDDINE",,,"6","3,053","..","..","..",".."
"40","SAADE",,,"6","3,053","..","..","..",".."
"41","SALEH",,,"6","3,053","..","..","..",".."
"42","YEHYA",,,"6","3,053","..","..","..",".."
"43","YOUSSEF",,,"6","3,053","..","..","..",".."
"44","ALDABAS",,,"5","2,545","..","..","..",".."
"45","ANTOUN",,,"5","2,545","..","..","..",".."
"46","AWAD",,,"5","2,545","..","..","..",".."
"47","BEIZ",,,"5","2,545","..","..","..",".."
"48","CHAMOUN",,,"5","2,545","..","..","..",".."
"49","EL HADDAD",,,"5","2,545","..","..","..",".."
"50","EL KHOURY",,,"5","2,545","..","..","..",".."
"51","FARDOUN",,,"5","2,545","..","..","..",".."
"52","FARES",,,"5","2,545","..","..","..",".."
"53","FARHAT",,,"5","2,545","..","..","..",".."
"54","FREIJ",,,"5","2,545","..","..","..",".."
"55","HAMDAN",,,"5","2,545","..","..","..",".."
"56","HAMED",,,"5","2,545","..","..","..",".."
"57","HASSAN",,,"5","2,545","..","..","..",".."
"58","HUSSEIN",,,"5","2,545","..","..","..",".."
"59","KARAM",,,"5","2,545","..","..","..",".."
"60","KATIF",,,"5","2,545","..","..","..",".."
"61","MAHMOUD",,,"5","2,545","..","..","..",".."
"62","MANSOUR",,,"5","2,545","..","..","..",".."
"63","YOUNES",,,"5","2,545","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

