"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: República Eslovaca                ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","TOTHOVA",,,"14","2,425","..","..","..",".."
"2","BALAZOVA",,,"13","2,251","..","..","..",".."
"3","BALAZ",,,"12","2,078","..","..","..",".."
"4","KOVACOVA",,,"12","2,078","..","..","..",".."
"5","NAGYOVA",,,"11","1,905","..","..","..",".."
"6","TOTH",,,"11","1,905","..","..","..",".."
"7","KOVAC",,,"10","1,732","..","..","..",".."
"8","VARGA",,,"10","1,732","..","..","..",".."
"9","VARGOVA",,,"10","1,732","..","..","..",".."
"10","POLAKOVA",,,"8","1,386","..","..","..",".."
"11","SZABO",,,"8","1,386","..","..","..",".."
"12","HORVATH",,,"7","1,212","..","..","..",".."
"13","JUHASZOVA",,,"7","1,212","..","..","..",".."
"14","KUCHAR",,,"7","1,212","..","..","..",".."
"15","MACKOVA",,,"7","1,212","..","..","..",".."
"16","NEMETHOVA",,,"7","1,212","..","..","..",".."
"17","NOVAKOVA",,,"7","1,212","..","..","..",".."
"18","BALOGOVA",,,"6","1,039","..","..","..",".."
"19","BOGDANOVA",,,"6","1,039","..","..","..",".."
"20","CERNAKOVA",,,"6","1,039","..","..","..",".."
"21","HORVATHOVA",,,"6","1,039","..","..","..",".."
"22","KISOVA",,,"6","1,039","..","..","..",".."
"23","KRALIKOVA",,,"6","1,039","..","..","..",".."
"24","MAJERCIKOVA",,,"6","1,039","..","..","..",".."
"25","MIHALIKOVA",,,"6","1,039","..","..","..",".."
"26","NAGY",,,"6","1,039","..","..","..",".."
"27","SARKOZIOVA",,,"6","1,039","..","..","..",".."
"28","UHRINOVA",,,"6","1,039","..","..","..",".."
"29","BACA",,,"5","0,866","..","..","..",".."
"30","BLAHOVA",,,"5","0,866","..","..","..",".."
"31","HOLEC",,,"5","0,866","..","..","..",".."
"32","HUSKA",,,"5","0,866","..","..","..",".."
"33","IVANOVA",,,"5","0,866","..","..","..",".."
"34","JURCOVA",,,"5","0,866","..","..","..",".."
"35","KOVACIKOVA",,,"5","0,866","..","..","..",".."
"36","KRAL",,,"5","0,866","..","..","..",".."
"37","KUBANOVA",,,"5","0,866","..","..","..",".."
"38","LUKAC",,,"5","0,866","..","..","..",".."
"39","LUKACOVA",,,"5","0,866","..","..","..",".."
"40","MARTINKOVA",,,"5","0,866","..","..","..",".."
"41","MIHALIK",,,"5","0,866","..","..","..",".."
"42","MIKULOVA",,,"5","0,866","..","..","..",".."
"43","MORAVCIKOVA",,,"5","0,866","..","..","..",".."
"44","PEREZ",,,"5","0,866","..","..","..",".."
"45","PROCHAZKOVA",,,"5","0,866","..","..","..",".."
"46","RODRIGUEZ",,,"5","0,866","..","..","..",".."
"47","ROSENTHAL",,,"5","0,866","..","..","..",".."
"48","RYBAROVA",,,"5","0,866","..","..","..",".."
"49","SIDOROVA",,,"5","0,866","..","..","..",".."
"50","SLEZAKOVA",,,"5","0,866","..","..","..",".."
"51","STANOVA",,,"5","0,866","..","..","..",".."
"52","VIERA",,,"5","0,866","..","..","..",".."
"53","ZETOCHA",,,"5","0,866","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

