"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Guinea                            ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","DIALLO",,,"2.754","270,026","85","8,334","19","1,863"
"2","BAH",,,"950","93,146","19","1,863","..",".."
"3","BARRY",,,"888","87,067","16","1,569","..",".."
"4","CAMARA",,,"404","39,612","9","0,882","..",".."
"5","SOW",,,"305","29,905","7","0,686","..",".."
"6","BALDE",,,"270","26,473","15","1,471","..",".."
"7","KEITA",,,"216","21,179","6","0,588","..",".."
"8","DIABY",,,"150","14,707","8","0,784","..",".."
"9","CONDE",,,"143","14,021","..","..","..",".."
"10","TOURE",,,"139","13,629","..","..","..",".."
"11","TRAORE",,,"124","12,158","..","..","..",".."
"12","SYLLA",,,"113","11,080","9","0,882","..",".."
"13","KABA",,,"113","11,080","..","..","..",".."
"14","CISSE",,,"101","9,903","..","..","..",".."
"15","FOFANA",,,"101","9,903","..","..","..",".."
"16","DIAWARA",,,"86","8,432","11","1,079","6","0,588"
"17","KOUROUMA",,,"85","8,334","..","..","..",".."
"18","SIDIBE",,,"78","7,648","..","..","..",".."
"19","BANGOURA",,,"76","7,452","..","..","..",".."
"20","DIAKITE",,,"76","7,452","..","..","..",".."
"21","DOUMBOUYA",,,"75","7,354","..","..","..",".."
"22","KANTE",,,"56","5,491","..","..","..",".."
"23","SOUMAH",,,"45","4,412","..","..","..",".."
"24","NGUEMA",,,"44","4,314","23","2,255","..",".."
"25","DRAME",,,"44","4,314","..","..","..",".."
"26","ONDO",,,"39","3,824","15","1,471","..",".."
"27","BERETE",,,"38","3,726","..","..","..",".."
"28","KONATE",,,"36","3,530","..","..","..",".."
"29","SALL",,,"36","3,530","..","..","..",".."
"30","SANGARE",,,"36","3,530","..","..","..",".."
"31","MBA",,,"35","3,432","12","1,177","..",".."
"32","NDONG",,,"31","3,040","10","0,980","..",".."
"33","ESONO",,,"27","2,647","16","1,569","..",".."
"34","SOUARE",,,"27","2,647","..","..","..",".."
"35","SOUMAORO",,,"27","2,647","..","..","..",".."
"36","MENDES",,,"25","2,451","6","0,588","..",".."
"37","CHERIF",,,"25","2,451","..","..","..",".."
"38","DIANE",,,"25","2,451","..","..","..",".."
"39","CONTE",,,"24","2,353","..","..","..",".."
"40","KONE",,,"24","2,353","..","..","..",".."
"41","DANSOKO",,,"23","2,255","..","..","..",".."
"42","SACKO",,,"23","2,255","..","..","..",".."
"43","GOMES",,,"22","2,157","..","..","..",".."
"44","MANGUE",,,"21","2,059","31","3,040","..",".."
"45","DIAKHABY",,,"21","2,059","..","..","..",".."
"46","NSUE",,,"18","1,765","8","0,784","..",".."
"47","KOUYATE",,,"18","1,765","..","..","..",".."
"48","MINTHE",,,"18","1,765","..","..","..",".."
"49","OBAMA",,,"17","1,667","11","1,079","..",".."
"50","DORE",,,"16","1,569","..","..","..",".."
"51","SAGNO",,,"16","1,569","..","..","..",".."
"52","SANOH",,,"16","1,569","..","..","..",".."
"53","HAIDARA",,,"15","1,471","..","..","..",".."
"54","EMBALO",,,"14","1,373","..","..","..",".."
"55","NCHAMA",,,"13","1,275","31","3,040","..",".."
"56","OBIANG",,,"12","1,177","11","1,079","..",".."
"57","DABO",,,"12","1,177","..","..","..",".."
"58","LY",,,"12","1,177","..","..","..",".."
"59","TOUNKARA",,,"12","1,177","..","..","..",".."
"60","BA",,,"11","1,079","..","..","..",".."
"61","BAYO",,,"11","1,079","..","..","..",".."
"62","MAGASSOUBA",,,"11","1,079","..","..","..",".."
"63","MICHA",,,"11","1,079","..","..","..",".."
"64","OULARE",,,"11","1,079","..","..","..",".."
"65","SAKHO",,,"11","1,079","..","..","..",".."
"66","BOIRO",,,"10","0,980","..","..","..",".."
"67","DOUKOURE",,,"10","0,980","..","..","..",".."
"68","DOUMBIA",,,"10","0,980","..","..","..",".."
"69","GUIRASSY",,,"10","0,980","..","..","..",".."
"70","KAMARA",,,"10","0,980","..","..","..",".."
"71","MAMADOU",,,"10","0,980","..","..","..",".."
"72","EDU",,,"9","0,882","9","0,882","..",".."
"73","DJALO",,,"9","0,882","..","..","..",".."
"74","DJAU",,,"9","0,882","..","..","..",".."
"75","ELA",,,"9","0,882","..","..","..",".."
"76","MANE",,,"9","0,882","..","..","..",".."
"77","MARA",,,"9","0,882","..","..","..",".."
"78","NCOGO",,,"9","0,882","..","..","..",".."
"79","SANE",,,"9","0,882","..","..","..",".."
"80","SANO",,,"9","0,882","..","..","..",".."
"81","SAVANE",,,"9","0,882","..","..","..",".."
"82","NZANG",,,"8","0,784","8","0,784","..",".."
"83","ABESO",,,"8","0,784","7","0,686","..",".."
"84","ASUMU",,,"8","0,784","6","0,588","..",".."
"85","ABAGA",,,"8","0,784","..","..","..",".."
"86","BAMBA",,,"8","0,784","..","..","..",".."
"87","DA SILVA",,,"8","0,784","..","..","..",".."
"88","NZE",,,"8","0,784","..","..","..",".."
"89","SY",,,"8","0,784","..","..","..",".."
"90","THIAM",,,"8","0,784","..","..","..",".."
"91","BINDANG",,,"7","0,686","15","1,471","..",".."
"92","ANGUE",,,"7","0,686","13","1,275","..",".."
"93","ABDOULAYE",,,"7","0,686","..","..","..",".."
"94","DIABATE",,,"7","0,686","..","..","..",".."
"95","DIAOUNE",,,"7","0,686","..","..","..",".."
"96","DIOUBATE",,,"7","0,686","..","..","..",".."
"97","GASSAMA",,,"7","0,686","..","..","..",".."
"98","KALLO",,,"7","0,686","..","..","..",".."
"99","KEBE",,,"7","0,686","..","..","..",".."
"100","KOULIBALY",,,"7","0,686","..","..","..",".."
"101","OYANA",,,"6","0,588","27","2,647","..",".."
"102","OBONO",,,"6","0,588","18","1,765","..",".."
"103","ANDEME",,,"6","0,588","14","1,373","..",".."
"104","EYANG",,,"6","0,588","9","0,882","..",".."
"105","CISSOKO",,,"6","0,588","..","..","..",".."
"106","DIPOPA",,,"6","0,588","..","..","..",".."
"107","EDJANG",,,"6","0,588","..","..","..",".."
"108","ENGONGA",,,"6","0,588","..","..","..",".."
"109","GOMES SA",,,"6","0,588","..","..","..",".."
"110","KOLIE",,,"6","0,588","..","..","..",".."
"111","KOUMBASSA",,,"6","0,588","..","..","..",".."
"112","LAMAH",,,"6","0,588","..","..","..",".."
"113","LOUA",,,"6","0,588","..","..","..",".."
"114","MBOMIO",,,"6","0,588","..","..","..",".."
"115","OWONO",,,"6","0,588","..","..","..",".."
"116","PEREIRA",,,"6","0,588","..","..","..",".."
"117","SABALY",,,"6","0,588","..","..","..",".."
"118","SAKO",,,"6","0,588","..","..","..",".."
"119","ADA",,,"5","0,490","10","0,980","..",".."
"120","MAYE",,,"5","0,490","9","0,882","..",".."
"121","MOKUY",,,"5","0,490","7","0,686","..",".."
"122","ALPHA",,,"5","0,490","..","..","..",".."
"123","DIOP",,,"5","0,490","..","..","..",".."
"124","DOLLEY",,,"5","0,490","..","..","..",".."
"125","DONZO",,,"5","0,490","..","..","..",".."
"126","ELO",,,"5","0,490","..","..","..",".."
"127","KAMANO",,,"5","0,490","..","..","..",".."
"128","LAMINE",,,"5","0,490","..","..","..",".."
"129","MANSOGO",,,"5","0,490","..","..","..",".."
"130","MBELA",,,"5","0,490","..","..","..",".."
"131","MITOGO",,,"5","0,490","..","..","..",".."
"132","N'DIAYE",,,"5","0,490","..","..","..",".."
"133","NGOMO",,,"5","0,490","..","..","..",".."
"134","NNANG",,,"5","0,490","..","..","..",".."
"135","NTUTUMU",,,"5","0,490","..","..","..",".."
"136","OVONO",,,"5","0,490","..","..","..",".."
"137","OYONO",,,"5","0,490","..","..","..",".."
"138","SOUMAHORO",,,"5","0,490","..","..","..",".."
"139","OKOMO",,,"..","..","15","1,471","..",".."
"140","AVOMO",,,"..","..","13","1,275","..",".."
"141","ANGONO",,,"..","..","11","1,079","..",".."
"142","AYECABA",,,"..","..","9","0,882","..",".."
"143","NFONO",,,"..","..","9","0,882","..",".."
"144","ASANGONO",,,"..","..","8","0,784","..",".."
"145","MBANG",,,"..","..","8","0,784","..",".."
"146","MIKUE",,,"..","..","8","0,784","..",".."
"147","ABEGUE",,,"..","..","6","0,588","..",".."
"148","DA COSTA",,,"..","..","6","0,588","..",".."
"149","EYENGA",,,"..","..","6","0,588","..",".."
"150","NSANG",,,"..","..","6","0,588","..",".."
"151","AKELE",,,"..","..","5","0,490","..",".."
"152","ASUE",,,"..","..","5","0,490","..",".."
"153","CASTRO",,,"..","..","5","0,490","..",".."
"154","IYANGA",,,"..","..","5","0,490","..",".."
"155","MEDJA",,,"..","..","5","0,490","..",".."
"156","MIBUY",,,"..","..","5","0,490","..",".."
"157","NCARA",,,"..","..","5","0,490","..",".."
"158","NFUMU",,,"..","..","5","0,490","..",".."
"159","NSE",,,"..","..","5","0,490","..",".."
"160","NVE",,,"..","..","5","0,490","..",".."
"161","SULE",,,"..","..","5","0,490","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

