"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Israel                            ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","COHEN",,,"45","20,510","5","2,279","..",".."
"2","LEVY",,,"17","7,748","..","..","..",".."
"3","TETRUASHVILI",,,"11","5,014","..","..","..",".."
"4","TETROASHVILI",,,"10","4,558","..","..","..",".."
"5","BEN",,,"9","4,102","..","..","..",".."
"6","KAPLAN",,,"9","4,102","..","..","..",".."
"7","BINSHTOCK",,,"8","3,646","..","..","..",".."
"8","ISRAELI",,,"8","3,646","..","..","..",".."
"9","KOGAN",,,"8","3,646","..","..","..",".."
"10","SHARON",,,"8","3,646","..","..","..",".."
"11","BAR",,,"7","3,191","..","..","..",".."
"12","GHARAYBA",,,"7","3,191","..","..","..",".."
"13","HEBY",,,"7","3,191","..","..","..",".."
"14","LAVI",,,"7","3,191","..","..","..",".."
"15","ROSEMBERG",,,"7","3,191","..","..","..",".."
"16","SHALAH",,,"7","3,191","..","..","..",".."
"17","AHARONI",,,"6","2,735","..","..","..",".."
"18","BEN AMI",,,"6","2,735","..","..","..",".."
"19","HAKIM",,,"6","2,735","..","..","..",".."
"20","HAREL",,,"6","2,735","..","..","..",".."
"21","HERVITZ",,,"6","2,735","..","..","..",".."
"22","HOLTZMAN",,,"6","2,735","..","..","..",".."
"23","KENAN",,,"6","2,735","..","..","..",".."
"24","KUIDA",,,"6","2,735","..","..","..",".."
"25","LEVI",,,"6","2,735","..","..","..",".."
"26","MAOR",,,"6","2,735","..","..","..",".."
"27","MASALHA",,,"6","2,735","..","..","..",".."
"28","NAHUM",,,"6","2,735","..","..","..",".."
"29","NISSAN",,,"6","2,735","..","..","..",".."
"30","RUBIN",,,"6","2,735","..","..","..",".."
"31","SA'DI",,,"6","2,735","..","..","..",".."
"32","SHAKED",,,"6","2,735","..","..","..",".."
"33","VOLFIN",,,"6","2,735","..","..","..",".."
"34","BRUMBERG",,,"5","2,279","..","..","..",".."
"35","CHEN",,,"5","2,279","..","..","..",".."
"36","DANIEL",,,"5","2,279","..","..","..",".."
"37","DIAMANT",,,"5","2,279","..","..","..",".."
"38","FRIEDMAN",,,"5","2,279","..","..","..",".."
"39","GERTNER",,,"5","2,279","..","..","..",".."
"40","GILAD",,,"5","2,279","..","..","..",".."
"41","KRAUS",,,"5","2,279","..","..","..",".."
"42","MEGRELISHVILI",,,"5","2,279","..","..","..",".."
"43","MICHAELI",,,"5","2,279","..","..","..",".."
"44","MIZRACHI",,,"5","2,279","..","..","..",".."
"45","RAPAPORT",,,"5","2,279","..","..","..",".."
"46","SAHAR",,,"5","2,279","..","..","..",".."
"47","SALAME",,,"5","2,279","..","..","..",".."
"48","SANALLAH",,,"5","2,279","..","..","..",".."
"49","SHEM TOV",,,"5","2,279","..","..","..",".."
"50","GARCIA",,,"..","..","6","2,735","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

