"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Túnez                             ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","DRIDI",,,"23","10,958","..","..","..",".."
"2","BEN",,,"22","10,481","..","..","..",".."
"3","HAMDI",,,"13","6,193","..","..","..",".."
"4","MEJRI",,,"13","6,193","..","..","..",".."
"5","AMRI",,,"12","5,717","..","..","..",".."
"6","AYARI",,,"11","5,241","..","..","..",".."
"7","FERCHICHI",,,"11","5,241","..","..","..",".."
"8","LABIDI",,,"10","4,764","..","..","..",".."
"9","TRABELSI",,,"10","4,764","..","..","..",".."
"10","BEN AMMAR",,,"9","4,288","..","..","..",".."
"11","SAIDI",,,"9","4,288","..","..","..",".."
"12","SOUISSI",,,"9","4,288","..","..","..",".."
"13","ABIDI",,,"8","3,811","..","..","..",".."
"14","AISSAOUI",,,"8","3,811","..","..","..",".."
"15","BEN SALEM",,,"8","3,811","..","..","..",".."
"16","JELASSI",,,"8","3,811","..","..","..",".."
"17","MSAHLI",,,"8","3,811","..","..","..",".."
"18","OUESLATI",,,"8","3,811","..","..","..",".."
"19","CHAIRI",,,"7","3,335","5","2,382","..",".."
"20","BEN HASSEN",,,"7","3,335","..","..","..",".."
"21","GHARBI",,,"7","3,335","..","..","..",".."
"22","JOUINI",,,"7","3,335","..","..","..",".."
"23","SOUDANI",,,"7","3,335","..","..","..",".."
"24","TLILI",,,"7","3,335","..","..","..",".."
"25","YAHYAOUI",,,"7","3,335","..","..","..",".."
"26","AYADI",,,"6","2,859","..","..","..",".."
"27","BEN AMOR",,,"6","2,859","..","..","..",".."
"28","BEN HASSINE",,,"6","2,859","..","..","..",".."
"29","DHAOUADI",,,"6","2,859","..","..","..",".."
"30","GASMI",,,"6","2,859","..","..","..",".."
"31","NEFZI",,,"6","2,859","..","..","..",".."
"32","NOURI",,,"6","2,859","..","..","..",".."
"33","SAHLI",,,"6","2,859","..","..","..",".."
"34","SALAH",,,"6","2,859","..","..","..",".."
"35","TEKAYA",,,"6","2,859","..","..","..",".."
"36","ABDELLI",,,"5","2,382","..","..","..",".."
"37","AMOR",,,"5","2,382","..","..","..",".."
"38","ARFAOUI",,,"5","2,382","..","..","..",".."
"39","BAHRI",,,"5","2,382","..","..","..",".."
"40","BARHOUMI",,,"5","2,382","..","..","..",".."
"41","BELHAJ",,,"5","2,382","..","..","..",".."
"42","BEN MESSAOUD",,,"5","2,382","..","..","..",".."
"43","BEN REJEB",,,"5","2,382","..","..","..",".."
"44","BOUALLAGUI",,,"5","2,382","..","..","..",".."
"45","BOUBAKRI",,,"5","2,382","..","..","..",".."
"46","CHEBBI",,,"5","2,382","..","..","..",".."
"47","HAMMOUDA",,,"5","2,382","..","..","..",".."
"48","HMIDA",,,"5","2,382","..","..","..",".."
"49","JLASSI",,,"5","2,382","..","..","..",".."
"50","KAMEL",,,"5","2,382","..","..","..",".."
"51","KHADHRAOUI",,,"5","2,382","..","..","..",".."
"52","MATHLOUTHI",,,"5","2,382","..","..","..",".."
"53","MERDASSI",,,"5","2,382","..","..","..",".."
"54","MISSAOUI",,,"5","2,382","..","..","..",".."
"55","NAJEH",,,"5","2,382","..","..","..",".."
"56","RAHALI",,,"5","2,382","..","..","..",".."
"57","SAIDANI",,,"5","2,382","..","..","..",".."
"58","SALHI",,,"5","2,382","..","..","..",".."
"59","SELMI",,,"5","2,382","..","..","..",".."
"60","SGHAIER",,,"5","2,382","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

