"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Mongolia                          ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","DORJ",,,"11","14,398","..","..","..",".."
"2","BATMUNKH",,,"7","9,162","..","..","..",".."
"3","GANZORIG",,,"7","9,162","..","..","..",".."
"4","ALTANSUKH",,,"6","7,853","..","..","..",".."
"5","BAT ERDENE",,,"6","7,853","..","..","..",".."
"6","BATSAIKHAN",,,"6","7,853","..","..","..",".."
"7","ENKHBAT",,,"6","7,853","..","..","..",".."
"8","GANTUMUR",,,"6","7,853","..","..","..",".."
"9","JARGALSAIKHAN",,,"6","7,853","..","..","..",".."
"10","PUREVJAV",,,"5","6,545","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

