"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Mauritania                        ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","CAMARA",,,"452","55,927","13","1,609","..",".."
"2","CISSE",,,"216","26,726","..","..","..",".."
"3","COULIBALY",,,"192","23,756","6","0,742","..",".."
"4","MOHAMED",,,"173","21,406","35","4,331","..",".."
"5","TRAORE",,,"156","19,302","..","..","..",".."
"6","DIALLO",,,"117","14,477","8","0,990","..",".."
"7","AHMED",,,"102","12,621","26","3,217","..",".."
"8","DIARRA",,,"95","11,755","9","1,114","..",".."
"9","BA",,,"90","11,136","..","..","..",".."
"10","SOUMARE",,,"84","10,393","..","..","..",".."
"11","SALL",,,"72","8,909","5","0,619","..",".."
"12","BRAHIM",,,"71","8,785","16","1,980","..",".."
"13","SOKHONA",,,"69","8,537","..","..","..",".."
"14","OULD",,,"67","8,290","..","..","..",".."
"15","SIDI",,,"64","7,919","11","1,361","..",".."
"16","DIAWARA",,,"59","7,300","..","..","..",".."
"17","NDIAYE",,,"56","6,929","5","0,619","..",".."
"18","SOW",,,"55","6,805","6","0,742","..",".."
"19","CHEIKH",,,"55","6,805","5","0,619","..",".."
"20","DIOP",,,"54","6,682","..","..","..",".."
"21","OULD MOHAMED",,,"54","6,682","..","..","..",".."
"22","SIDIBE",,,"50","6,187","..","..","..",".."
"23","SY",,,"46","5,692","..","..","..",".."
"24","DIA",,,"43","5,320","..","..","..",".."
"25","KONATE",,,"42","5,197","..","..","..",".."
"26","SYLLA",,,"40","4,949","..","..","..",".."
"27","ELY",,,"36","4,454","..","..","..",".."
"28","FALL",,,"36","4,454","..","..","..",".."
"29","CISSOKHO",,,"35","4,331","..","..","..",".."
"30","OUMAR",,,"34","4,207","6","0,742","..",".."
"31","SARR",,,"32","3,959","..","..","..",".."
"32","TOURE",,,"32","3,959","..","..","..",".."
"33","GAYE",,,"29","3,588","..","..","..",".."
"34","MINT",,,"28","3,464","..","..","..",".."
"35","DIAKITE",,,"27","3,341","..","..","..",".."
"36","KANE",,,"27","3,341","..","..","..",".."
"37","BABA",,,"26","3,217","7","0,866","..",".."
"38","DIAKHITE",,,"26","3,217","..","..","..",".."
"39","TALEB",,,"26","3,217","..","..","..",".."
"40","MAHMOUD",,,"25","3,093","21","2,598","..",".."
"41","SAMBA",,,"25","3,093","..","..","..",".."
"42","N'DIAYE",,,"24","2,970","..","..","..",".."
"43","ABDELLAHI",,,"23","2,846","..","..","..",".."
"44","SANGHARE",,,"23","2,846","..","..","..",".."
"45","OULD AHMED",,,"22","2,722","..","..","..",".."
"46","AHMEDOU",,,"21","2,598","..","..","..",".."
"47","KONE",,,"21","2,598","..","..","..",".."
"48","MOULAYE",,,"21","2,598","..","..","..",".."
"49","NIANG",,,"21","2,598","..","..","..",".."
"50","SIDI MOHAMED",,,"20","2,475","..","..","..",".."
"51","SALEM",,,"19","2,351","22","2,722","..",".."
"52","LEHBIB",,,"19","2,351","7","0,866","..",".."
"53","MOHAMED SALEM",,,"19","2,351","7","0,866","..",".."
"54","SID AHMED",,,"19","2,351","6","0,742","..",".."
"55","BAH",,,"19","2,351","..","..","..",".."
"56","MOUSSA",,,"19","2,351","..","..","..",".."
"57","BAKHAYOKHO",,,"18","2,227","..","..","..",".."
"58","GASSAMA",,,"18","2,227","..","..","..",".."
"59","ABDERRAHMANE",,,"17","2,103","..","..","..",".."
"60","GANDEGA",,,"17","2,103","..","..","..",".."
"61","GUEYE",,,"17","2,103","..","..","..",".."
"62","KAMARA",,,"17","2,103","..","..","..",".."
"63","TAMBADOU",,,"17","2,103","..","..","..",".."
"64","CISSOKO",,,"16","1,980","..","..","..",".."
"65","EL HADJ",,,"16","1,980","..","..","..",".."
"66","THIAM",,,"16","1,980","..","..","..",".."
"67","DEMBELE",,,"15","1,856","..","..","..",".."
"68","DIEYE",,,"15","1,856","..","..","..",".."
"69","FOFANA",,,"15","1,856","..","..","..",".."
"70","SANKHARE",,,"15","1,856","..","..","..",".."
"71","VALL",,,"14","1,732","7","0,866","..",".."
"72","ABDALLAHI",,,"14","1,732","6","0,742","..",".."
"73","MBARECK",,,"14","1,732","6","0,742","..",".."
"74","DIAGNE",,,"14","1,732","..","..","..",".."
"75","DRAME",,,"14","1,732","..","..","..",".."
"76","EL BECHIR",,,"14","1,732","..","..","..",".."
"77","KANOUTE",,,"14","1,732","..","..","..",".."
"78","LY",,,"14","1,732","..","..","..",".."
"79","M BARECK",,,"14","1,732","..","..","..",".."
"80","MOHAMED LEMINE",,,"14","1,732","..","..","..",".."
"81","SOKHNA",,,"14","1,732","..","..","..",".."
"82","BUH",,,"13","1,609","..","..","..",".."
"83","DAHI",,,"13","1,609","..","..","..",".."
"84","DICKO",,,"13","1,609","..","..","..",".."
"85","DIENG",,,"13","1,609","..","..","..",".."
"86","OULD SIDI",,,"13","1,609","..","..","..",".."
"87","WAGUE",,,"13","1,609","..","..","..",".."
"88","EL HACEN",,,"12","1,485","..","..","..",".."
"89","MBAYE",,,"12","1,485","..","..","..",".."
"90","SECK",,,"12","1,485","..","..","..",".."
"91","SALECK",,,"11","1,361","9","1,114","..",".."
"92","AHMED SALEM",,,"11","1,361","..","..","..",".."
"93","EL KORY",,,"11","1,361","..","..","..",".."
"94","KANTE",,,"11","1,361","..","..","..",".."
"95","KERKOUB",,,"11","1,361","..","..","..",".."
"96","KORERA",,,"11","1,361","..","..","..",".."
"97","LO",,,"11","1,361","..","..","..",".."
"98","NAJEM",,,"10","1,237","8","0,990","..",".."
"99","CHERIF",,,"10","1,237","6","0,742","..",".."
"100","ABASS",,,"10","1,237","..","..","..",".."
"101","BILAL",,,"10","1,237","..","..","..",".."
