"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Estonia                           ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","ILVES",,,"8","3,217","..","..","..",".."
"2","IVANOVA",,,"8","3,217","..","..","..",".."
"3","TAMM",,,"8","3,217","..","..","..",".."
"4","KARU",,,"7","2,815","..","..","..",".."
"5","ROOSE",,,"7","2,815","..","..","..",".."
"6","ROSS",,,"7","2,815","..","..","..",".."
"7","BOZKO",,,"6","2,413","..","..","..",".."
"8","ESNA",,,"6","2,413","..","..","..",".."
"9","KALLIKORM",,,"6","2,413","..","..","..",".."
"10","KIVI",,,"6","2,413","..","..","..",".."
"11","KULLAMAA",,,"6","2,413","..","..","..",".."
"12","PAVLOVA",,,"6","2,413","..","..","..",".."
"13","SANDER",,,"6","2,413","..","..","..",".."
"14","SOKOLOVA",,,"6","2,413","..","..","..",".."
"15","VAARPU",,,"6","2,413","..","..","..",".."
"16","VASSILJEVA",,,"6","2,413","..","..","..",".."
"17","HELIN",,,"5","2,010","..","..","..",".."
"18","KUKK",,,"5","2,010","..","..","..",".."
"19","LUKA",,,"5","2,010","..","..","..",".."
"20","MANNIK",,,"5","2,010","..","..","..",".."
"21","MICHELSON",,,"5","2,010","..","..","..",".."
"22","SAAR",,,"5","2,010","..","..","..",".."
"23","SOFRONOVA",,,"5","2,010","..","..","..",".."
"24","VALL",,,"5","2,010","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

