"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Kenia                      ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","MUTUA",,,"15","12,029","12","9,623","..",".."
"2","MUTUKU",,,"14","11,227","13","10,425","..",".."
"3","MUTISO",,,"14","11,227","5","4,010","..",".."
"4","MUENI",,,"13","10,425","..","..","..",".."
"5","MWENDE",,,"10","8,019","..","..","..",".."
"6","MWIKALI",,,"10","8,019","..","..","..",".."
"7","NTHENYA",,,"10","8,019","..","..","..",".."
"8","MUTINDA",,,"9","7,217","..","..","..",".."
"9","KANINI",,,"8","6,415","..","..","..",".."
"10","MUMBUA",,,"8","6,415","..","..","..",".."
"11","NJERI",,,"8","6,415","..","..","..",".."
"12","WAMBUA",,,"8","6,415","..","..","..",".."
"13","MUTISYA",,,"7","5,613","5","4,010","..",".."
"14","KAMAU",,,"7","5,613","..","..","..",".."
"15","MUTHOKA",,,"7","5,613","..","..","..",".."
"16","MWANGI",,,"7","5,613","..","..","..",".."
"17","NDUKU",,,"7","5,613","..","..","..",".."
"18","WANJIRU",,,"7","5,613","..","..","..",".."
"19","ABDALLA",,,"6","4,812","..","..","..",".."
"20","ALI",,,"6","4,812","..","..","..",".."
"21","MAINA",,,"6","4,812","..","..","..",".."
"22","MWANZIA",,,"6","4,812","..","..","..",".."
"23","NDUNGE",,,"6","4,812","..","..","..",".."
"24","NGUI",,,"6","4,812","..","..","..",".."
"25","NZISA",,,"6","4,812","..","..","..",".."
"26","WANJIKU",,,"6","4,812","..","..","..",".."
"27","BUKO",,,"5","4,010","..","..","..",".."
"28","MBULA",,,"5","4,010","..","..","..",".."
"29","SYOMBUA",,,"5","4,010","..","..","..",".."
"30","KIOKO",,,"..","..","6","4,812","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

