"Frecuencias de apellidos",,,,,,,,,
"Apellidos por nacionalidad",,,,,,,,,
"País: Corea                             ",,,,,,,,,
,,,,"Apellido 1º",,"Apellido 2º",,"Ambos apellidos",
"Nº","Apellido",,,"Total","Por mil (\u2030)","Total","Por mil (\u2030)","Total","Por mil (\u2030)"
"1","KIM",,,"743","189,107","26","6,617","..",".."
"2","LEE",,,"587","149,402","19","4,836","..",".."
"3","PARK",,,"365","92,899","13","3,309","..",".."
"4","CHOI",,,"199","50,649","7","1,782","..",".."
"5","KANG",,,"111","28,251","..","..","..",".."
"6","CHO",,,"90","22,907","..","..","..",".."
"7","JUNG",,,"87","22,143","5","1,273","..",".."
"8","SHIN",,,"64","16,289","..","..","..",".."
"9","YANG",,,"58","14,762","..","..","..",".."
"10","YOON",,,"58","14,762","..","..","..",".."
"11","HAN",,,"55","13,998","..","..","..",".."
"12","JEONG",,,"55","13,998","..","..","..",".."
"13","OH",,,"55","13,998","..","..","..",".."
"14","JANG",,,"49","12,471","..","..","..",".."
"15","LIM",,,"46","11,708","..","..","..",".."
"16","SONG",,,"46","11,708","..","..","..",".."
"17","HWANG",,,"45","11,453","..","..","..",".."
"18","HONG",,,"43","10,944","..","..","..",".."
"19","AN",,,"38","9,672","..","..","..",".."
"20","MOON",,,"38","9,672","..","..","..",".."
"21","SEO",,,"36","9,163","..","..","..",".."
"22","BAEK",,,"34","8,654","..","..","..",".."
"23","KWON",,,"34","8,654","..","..","..",".."
"24","BAE",,,"28","7,126","..","..","..",".."
"25","YUN",,,"28","7,126","..","..","..",".."
"26","CHUNG",,,"27","6,872","..","..","..",".."
"27","JEON",,,"27","6,872","..","..","..",".."
"28","SON",,,"25","6,363","..","..","..",".."
"29","AHN",,,"24","6,108","..","..","..",".."
"30","KO",,,"22","5,599","..","..","..",".."
"31","JUN",,,"21","5,345","..","..","..",".."
"32","YOO",,,"21","5,345","..","..","..",".."
"33","RYU",,,"20","5,090","..","..","..",".."
"34","CHANG",,,"17","4,327","..","..","..",".."
"35","MIN",,,"17","4,327","..","..","..",".."
"36","NOH",,,"16","4,072","..","..","..",".."
"37","JO",,,"15","3,818","..","..","..",".."
"38","SHIM",,,"15","3,818","..","..","..",".."
"39","CHA",,,"14","3,563","..","..","..",".."
"40","JIN",,,"14","3,563","..","..","..",".."
"41","NAM",,,"14","3,563","..","..","..",".."
"42","YOU",,,"14","3,563","..","..","..",".."
"43","BANG",,,"13","3,309","..","..","..",".."
"44","CHUN",,,"13","3,309","..","..","..",".."
"45","DO",,,"13","3,309","..","..","..",".."
"46","HA",,,"13","3,309","..","..","..",".."
"47","JOO",,,"12","3,054","..","..","..",".."
"48","KWAK",,,"12","3,054","..","..","..",".."
"49","SIM",,,"12","3,054","..","..","..",".."
"50","KOO",,,"11","2,800","..","..","..",".."
"51","CHOE",,,"10","2,545","..","..","..",".."
"52","HEO",,,"10","2,545","..","..","..",".."
"53","HYUN",,,"10","2,545","..","..","..",".."
"54","JI",,,"10","2,545","..","..","..",".."
"55","JU",,,"10","2,545","..","..","..",".."
"56","SO",,,"10","2,545","..","..","..",".."
"57","WON",,,"10","2,545","..","..","..",".."
"58","YU",,,"10","2,545","..","..","..",".."
"59","KI",,,"9","2,291","..","..","..",".."
"60","PAK",,,"9","2,291","..","..","..",".."
"61","BAK",,,"8","2,036","..","..","..",".."
"62","CHAE",,,"8","2,036","..","..","..",".."
"63","GO",,,"8","2,036","..","..","..",".."
"64","SUNG",,,"8","2,036","..","..","..",".."
"65","IM",,,"7","1,782","..","..","..",".."
"66","KONG",,,"7","1,782","..","..","..",".."
"67","SUN",,,"7","1,782","..","..","..",".."
"68","EOM",,,"6","1,527","..","..","..",".."
"69","NA",,,"6","1,527","..","..","..",".."
"70","RHEE",,,"6","1,527","..","..","..",".."
"71","SUH",,,"6","1,527","..","..","..",".."
"72","YOUN",,,"6","1,527","..","..","..",".."
"73","BACK",,,"5","1,273","..","..","..",".."
"74","BYUN",,,"5","1,273","..","..","..",".."
"75","HUR",,,"5","1,273","..","..","..",".."
"76","KU",,,"5","1,273","..","..","..",".."
"77","MUN",,,"5","1,273","..","..","..",".."
"78","ROH",,,"5","1,273","..","..","..",".."
"79","SIN",,,"5","1,273","..","..","..",".."
"80","TARK",,,"5","1,273","..","..","..",".."
"81","UM",,,"5","1,273","..","..","..",".."
"NOTAS:",
"0) Por secreto estadístico sólo se muestran los apellidos cuya frecuencia es mayor que 5 en alguno de los dos apellidos para el total nacional. Para las nacionalidades seleccionadas se exige además una frecuencia de al menos 5 en alguno de los dos apellidos. Por esta razón, la frecuencia total para algunos apellidos puede no ser igual a la suma de las nacionalidades que se muestran.  ",,,,,,,,,,,,
"1) Datos procedentes de la Estadística del Padrón Continuo a fecha 01/01/2018",,,,,,,,,,,,

