Maria Belen,6940,1993
Maria Florencia,4251,1993
Juan Manuel,4171,1993
Nicolas,3071,1993
Juan Ignacio,2966,1993
Miguel Angel,2769,1993
Florencia,2693,1993
Camila,2649,1993
Matias Ezequiel,2569,1993
Jose Luis,2438,1993
Sofia,2418,1993
Agustina,2393,1993
Juan Carlos,2326,1993
Juan Pablo,2238,1993
Rocio Belen,2134,1993
Maria Eugenia,2125,1993
Agustin,2095,1993
Maria Jose,2057,1993
Julieta,1952,1993
Maria Victoria,1952,1993
Micaela,1937,1993
Federico,1912,1993
Juan Cruz,1873,1993
Santiago,1854,1993
Maria de los Angeles,1800,1993
Franco,1785,1993
Luis Alberto,1757,1993
Lucas Ezequiel,1657,1993
Matias Nicolas,1626,1993
Antonella,1602,1993
Maria Laura,1578,1993
Carolina,1527,1993
Juan Jose,1486,1993
Franco Nicolas,1470,1993
Macarena,1328,1993
Facundo,1321,1993
Maria Fernanda,1309,1993
Carlos Alberto,1297,1993
Maria Agustina,1292,1993
Maria Soledad,1288,1993
Lucas,1288,1993
Matias,1277,1993
Daiana Soledad,1261,1993
Maximiliano,1260,1993
Nicolas Ezequiel,1252,1993
Lucia,1243,1993
Gabriel Alejandro,1227,1993
Ignacio,1216,1993
Francisco,1215,1993
Martin,1208,1993
Maria Celeste,1197,1993
Tomás,1192,1993
Julian,1180,1993
Joaquin,1168,1993
Maria Sol,1087,1993
Daniel Alejandro,1083,1993
Lucas Matias,1081,1993
Jonathan Ezequiel,1057,1993
Franco Emanuel,1013,1993
Daiana Belen,1013,1993
Florencia Belen,1013,1993
Julio Cesar,1011,1993
Federico Nicolas,1008,1993
Lucas Emanuel,1007,1993
Jorge Luis,993,1993
Victoria,975,1993
Nicolas Alejandro,973,1993
Franco David,968,1993
Sebastian,948,1993
Maria Emilia,945,1993
Rodrigo,928,1993
Agostina,928,1993
Micaela Belén,911,1993
Micaela Soledad,907,1993
Gonzalo,897,1993
Lucas Gabriel,895,1993
Yanina Soledad,885,1993
Franco Ezequiel,875,1993
Maria Antonella,868,1993
Ana Laura,852,1993
Lucas Daniel,849,1993
Mariana,844,1993
Miguel Alejandro,833,1993
Rocio,833,1993
Ezequiel,831,1993
Jorge Daniel,831,1993
Daniela,814,1993
Lucas Nicolas,813,1993
Lucas Nahuel,804,1993
Manuel,801,1993
Daiana Elizabeth,797,1993
Emanuel,797,1993
Juan Martin,782,1993
Franco Daniel,772,1993
Jose Maria,762,1993
Sergio Daniel,760,1993
Natalia Soledad,750,1993
Luis Miguel,750,1993
Cristian Gabriel,745,1993
Martina,743,1993
Josefina,743,1993
Maximiliano Ezequiel,742,1993
Juan Gabriel,728,1993
Valentina,725,1993
Pablo Nicolas,719,1993
Franco Gabriel,712,1993
Luciano,706,1993
Maria Alejandra,702,1993
Mariano,702,1993
Ana Belén,702,1993
Jose Ignacio,692,1993
Lautaro,685,1993
Luciana,685,1993
Pablo Ezequiel,682,1993
Daniela Alejandra,681,1993
Matías Alejandro,678,1993
Leandro Ezequiel,667,1993
Matias Gabriel,662,1993
Maria Luz,660,1993
Victor Hugo,659,1993
Carlos Daniel,651,1993
Fernando Gabriel,650,1993
Marcelo Alejandro,646,1993
Brian Ezequiel,642,1993
Romina Soledad,640,1993
Maria Cecilia,635,1993
Juan Ramon,633,1993
Luis Alfredo,629,1993
Martin Alejandro,627,1993
Facundo Nicolas,626,1993
Cristian Daniel,625,1993
Marianela,622,1993
Daniel Alberto,617,1993
Cristian Ariel,616,1993
Cristian Ezequiel,616,1993
Rocio Soledad,615,1993
Nicolas Gabriel,609,1993
Gabriel,606,1993
Pablo Daniel,604,1993
Maria Elena,597,1993
María Inés,597,1993
Emiliano,597,1993
Lucas Martin,593,1993
Cristian Emanuel,593,1993
Daiana Ayelen,590,1993
Maria del Carmen,590,1993
Jose Manuel,581,1993
Federico Ezequiel,581,1993
Ruben Dario,580,1993
Matias Emanuel,576,1993
Sofía Belén,575,1993
Yamila Belen,570,1993
Maria Paula,570,1993
Javier Alejandro,566,1993
Andres,565,1993
Camila Belen,563,1993
Micaela Ayelen,560,1993
Ramiro,560,1993
Andrea Soledad,559,1993
Yamila Soledad,555,1993
Emanuel Alejandro,550,1993
Maria Del Rosario,549,1993
Matias Daniel,548,1993
Jonathan Emanuel,546,1993
Jonathan Gabriel,545,1993
Javier,544,1993
Fernando,543,1993
Jonatan Ezequiel,542,1993
Andrea Celeste,541,1993
Evelyn,538,1993
Daniela Soledad,537,1993
Braian Ezequiel,536,1993
Paula,535,1993
Natalia,535,1993
Nicolas Alberto,535,1993
Juan Alberto,534,1993
Alejandro,533,1993
Rodrigo Nicolas,530,1993
Martin Ezequiel,530,1993
Marina,529,1993
Cristian Alejandro,527,1993
Natalia Belen,525,1993
Angel Gabriel,522,1993
Daiana,519,1993
Ana Paula,518,1993
Rodrigo Ezequiel,516,1993
Ivan,516,1993
Lucas Maximiliano,516,1993
Fernando Nicolas,515,1993
Juan Francisco,509,1993
Lucia Belen,508,1993
Guadalupe,506,1993
Maria Isabel,504,1993
Leandro Nicolas,504,1993
Florencia Soledad,503,1993
Juliana,501,1993
Daniel,500,1993
Catalina,497,1993
Jose Antonio,496,1993
Diego Nicolas,493,1993
Matias Nahuel,490,1993
Gonzalo Ezequiel,490,1993
Daniela Belen,490,1993
Maria,488,1993
Ana Maria,486,1993
Jonathan David,486,1993
Lucas Sebastian,483,1993
Maria Lujan,483,1993
Leandro,481,1993
Giuliana,481,1993
Fernando Ezequiel,480,1993
Nicolas Daniel,478,1993
Gustavo Daniel,478,1993
Lorena Paola,475,1993
Gustavo Ariel,475,1993
Francisco Javier,475,1993
Gabriel Omar,469,1993
Lucas Damian,465,1993
Gaston,463,1993
Juan Antonio,463,1993
Romina Elizabeth,462,1993
Daiana Micaela,460,1993
Diego Armando,458,1993
Carlos Javier,457,1993
Federico Gabriel,455,1993
Lucas Ariel,453,1993
Diego Fernando,448,1993
Gabriela Alejandra,447,1993
Carlos Andres,447,1993
Maria Mercedes,447,1993
Ayelen,446,1993
Maria Cristina,444,1993
Maria Virginia,444,1993
Juan,443,1993
Cristian Javier,442,1993
Gustavo Gabriel,440,1993
Maximiliano Gabriel,438,1993
Aldana,437,1993
Macarena Belen,437,1993
Nahuel,436,1993
Franco Matias,436,1993
Nicolas Emanuel,434,1993
Maria Julieta,433,1993
Marisol,433,1993
Santiago Ariel,432,1993
Macarena Soledad,431,1993
Julia,430,1993
Nicolas Agustin,429,1993
Pablo Andres,429,1993
Constanza,428,1993
Maira Alejandra,428,1993
Guido,428,1993
David Ezequiel,427,1993
Nicolas Martin,427,1993
Emmanuel,426,1993
Pablo,424,1993
Cristian David,424,1993
Ana Gabriela,423,1993
Diego Alejandro,423,1993
David,423,1993
Johana Elizabeth,422,1993
Federico Martin,422,1993
Mariana Soledad,421,1993
Leonardo Gabriel,421,1993
Milagros,420,1993
Leandro Gabriel,419,1993
Lucas Javier,418,1993
Andrea Estefania,418,1993
Carolina Belen,417,1993
Franco Damian,416,1993
Nicolas Ariel,416,1993
Virginia,415,1993
Yanina Belen,415,1993
Florencia Micaela,414,1993
Ariel,414,1993
Estefania,412,1993
Bruno,411,1993
Carlos Gabriel,411,1993
Rocío Ayelén,410,1993
Andrea Belen,410,1993
Gonzalo Nicolas,409,1993
Cristian,409,1993
Diego Hernan,407,1993
Micaela Alejandra,407,1993
Mayra Alejandra,407,1993
Brian Nahuel,406,1993
Diego,406,1993
Lucas David,406,1993
Cristian Nicolas,406,1993
Antonella Belen,405,1993
Franco Javier,405,1993
Sergio Gabriel,404,1993
Angel David,404,1993
Sergio Javier,404,1993
Kevin,403,1993
Yanina Elizabeth,403,1993
Franco Nahuel,402,1993
Delfina,401,1993
Marcos,401,1993
Diego Ezequiel,400,1993
Leonardo Ezequiel,399,1993
Jonathan,399,1993
Felipe,398,1993
Gabriela,398,1993
Maria Macarena,395,1993
Romina,394,1993
Rodrigo Emanuel,393,1993
Matias Ariel,393,1993
Santiago Nicolas,392,1993
Fernando Daniel,389,1993
Alan Gabriel,388,1993
Gustavo Ezequiel,387,1993
Barbara,386,1993
Marcos Ezequiel,386,1993
Maximiliano Daniel,383,1993
Romina Belen,383,1993
Jonathan Daniel,381,1993
Diego Martin,381,1993
Melina,379,1993
Nicolas Andres,377,1993
Fernando Ariel,376,1993
Noelia Belen,376,1993
Gabriela Soledad,375,1993
Franco Maximiliano,375,1993
Jose Alberto,375,1993
Mariano Nicolas,375,1993
Gastón Ezequiel,375,1993
Carolina Elizabeth,374,1993
Facundo Nahuel,374,1993
Noelia Soledad,374,1993
Roberto Carlos,372,1993
Lucas Exequiel,371,1993
Cristian Damian,371,1993
Walter Daniel,370,1993
Elizabeth,369,1993
Diego Sebastián,369,1993
Mariana Elizabeth,365,1993
Mercedes,365,1993
Brian Emanuel,365,1993
Juan Marcelo,364,1993
Agustina Belen,364,1993
Federico Daniel,362,1993
Diego Gabriel,361,1993
Mauro Ezequiel,361,1993
Maria Magdalena,358,1993
Romina Alejandra,358,1993
Florencia Agustina,358,1993
Brian Nicolas,358,1993
Maria Rosa,357,1993
Nestor Fabian,354,1993
Florencia Ayelen,353,1993
Luciano Nicolas,352,1993
Pablo Gabriel,351,1993
Manuela,351,1993
Matias Sebastian,351,1993
Maximiliano Nicolas,350,1993
Carla,350,1993
Franco Exequiel,349,1993
Belen,349,1993
Lucas Emmanuel,348,1993
Matias Exequiel,347,1993
Valeria,346,1993
Valeria Soledad,346,1993
Leandro Emanuel,344,1993
Cristian Adrian,344,1993
Facundo Ezequiel,343,1993
Ezequiel Alejandro,341,1993
Martín Nicolas,339,1993
Brenda,337,1993
Hernan,337,1993
Vanesa Soledad,336,1993
Jonatan Emanuel,336,1993
Carolina Soledad,336,1993
Maria Agostina,335,1993
Manuel Alejandro,335,1993
Juan Andres,334,1993
Natalia Elizabeth,334,1993
Alan Ezequiel,332,1993
Jorge Alberto,332,1993
Nicolas Matias,332,1993
Franco Emmanuel,331,1993
Marcos Gabriel,330,1993
Alejandro Daniel,330,1993
Federico Nahuel,330,1993
Maximiliano Andres,329,1993
Rocio Macarena,328,1993
Franco Martin,327,1993
Luisina,327,1993
Matias Javier,327,1993
Magalì,327,1993
Ariel Alejandro,327,1993
Esteban,327,1993
Cristian Fabian,325,1993
Antonella Soledad,325,1993
Jonathan Ariel,324,1993
Mariela,324,1993
Sergio David,324,1993
Pedro,324,1993
Maria de los Milagros,324,1993
Federico Andres,324,1993
Gabriel Nicolas,323,1993
David Alejandro,323,1993
Noelia,322,1993
Franco Sebastian,322,1993
Franco Leonel,321,1993
Daniela Elizabeth,321,1993
Carlos Ezequiel,321,1993
Jorge Nicolas,321,1993
Luciana Belen,320,1993
Mauro Nicolas,319,1993
Stella Maris,319,1993
Gustavo Javier,319,1993
Sergio Nicolas,318,1993
Pablo Javier,318,1993
Damian Ezequiel,318,1993
Melisa,317,1993
Julieta Belen,316,1993
Nadia Soledad,316,1993
Gustavo Nicolas,314,1993
Gustavo,314,1993
Luis Alejandro,313,1993
Leandro Javier,313,1993
Johanna Elizabeth,313,1993
Eliana Elizabeth,313,1993
Lucila,311,1993
Franco Ariel,311,1993
Alejandro Ezequiel,310,1993
Franco Dario,309,1993
Alejandro Gabriel,308,1993
Pablo Martin,308,1993
Carlos Fernando,308,1993
Fernando Javier,307,1993
Noelia Elizabeth,306,1993
Cristian Andres,306,1993
Camila Soledad,306,1993
Braian Nahuel,305,1993
Florencia Daniela,305,1993
María Gabriela,305,1993
Lucas Hernan,304,1993
Marco Antonio,304,1993
Ricardo Daniel,304,1993
German,302,1993
Marina Soledad,302,1993
Leonardo,301,1993
Mauricio,301,1993
Nicolas Maximiliano,300,1993
Candela,299,1993
Jose Emanuel,298,1993
Maria Carolina,296,1993
Lucas Gaston,296,1993
Lucas Andres,296,1993
Veronica,295,1993
Ivan Ezequiel,295,1993
Marcos Antonio,295,1993
Daiana Alejandra,293,1993
Mario Alberto,292,1993
Hector Daniel,291,1993
Mateo,291,1993
Walter Damian,291,1993
Daiana Antonella,291,1993
Magdalena,291,1993
Mariana Belen,291,1993
Federico Agustin,290,1993
Sergio Alejandro,288,1993
Brian ,288,1993
Carlos Ariel,288,1993
Pablo Emanuel,287,1993
Pablo Alejandro,287,1993
Adrian,287,1993
Maribel,286,1993
Dario Ezequiel,286,1993
Tamara Soledad,285,1993
Cristian Sebastian,284,1993
Luis Fernando,284,1993
Franco Agustin,284,1993
Jose Daniel,281,1993
Andrea,281,1993
Matias Hernan,281,1993
Rocio Celeste,280,1993
Pablo Sebastian,280,1993
Leandro Daniel,280,1993
Mariano Ezequiel,279,1993
Nahuel Alejandro,279,1993
